Year,PTS,Goal,3P,2P,FT,BKL,lat,long,State
2016,1449.8,1075.3,867.2,345.7,400,1.35E+05,31,-100,Texas
2016,254.2,183.6,136.4,52.1,79.4,26187,39.42,-111.95,Utah
2016,495,367.5,276.9,105.6,112,42245,40.37,-82.99,Ohio
2016,495,367.5,276.9,105.6,112,42245,40.37,-82.99,Ohio
2016,332.7,246.3,206.9,69.9,93.7,32214,36.78,-119.42,California
2016,1449.8,1075.3,867.2,345.7,400,1.35E+05,31,-100,Texas
2016,495,367.5,276.9,105.6,112,42245,40.37,-82.99,Ohio
2016,342.1,269.5,197,62.7,82.8,36225,33.25,-83.44,Georgia
2016,628.7,483.6,347.5,127.8,154.3,64356,42.41,-71.38,Massachusetts
2016,1271,949.3,677,258.2,310.7,1.11E+05,36.77,-119.41,California
2016,89.1,68.2,42.4,18.5,17.9,8060,35.78,-80.79,North Carolina
2016,755,597.4,433.7,164.8,151.1,68334,47.75,-120.74,Washington
2016,467.2,345.7,252.7,115.1,111.8,36251,36.08,-96.92,Oklahoma
2017,1449.8,1075.3,867.2,345.7,400,1.35E+05,31,-100,Texas
2017,246,171.2,129.6,55.2,74.8,20172,44.5,-89.5,South Dakota
2017,755,597.4,433.7,164.8,151.1,68334,47.75,-120.74,Washington
2017,298.2,218.6,182.4,68.8,114.1,26130,46.39,-94.64,Minnesota
2017,405.7,304.3,259.3,90.8,114.2,36206,30.39,-92.33,Louisiana
2017,1271,949.3,677,258.2,310.7,1.11E+05,36.77,-119.41,California
2017,405.7,304.3,259.3,90.8,114.2,36206,30.39,-92.33,Louisiana
2017,655.5,477.1,420.2,155.8,145.8,60344,27.99,-81.76,Florida
2017,226.6,178.3,141.9,47.4,88.9,30112,44.18,-84.51,Michigan
2017,1271,949.3,677,258.2,310.7,1.11E+05,36.77,-119.41,California
2017,327.9,245.4,205.6,85.6,85.3,28189,41.2,-77.19,Pennsylvania
2017,467.2,345.7,252.7,115.1,111.8,36251,36.08,-96.92,Oklahoma
2017,1271,949.3,677,258.2,310.7,1.11E+05,36.77,-119.41,California
2017,1449.8,1075.3,867.2,345.7,400,1.35E+05,31,-100,Texas
2017,628.7,483.6,347.5,127.8,154.3,64356,42.41,-71.38,Massachusetts
2017,628.7,483.6,347.5,127.8,154.3,64356,42.41,-71.38,Massachusetts
2017,495,367.5,276.9,105.6,112,42245,40.37,-82.99,Ohio
2017,305.8,235.5,173.2,66,60.7,26175,44,-120.5,New Hampshire
2017,495,367.5,276.9,105.6,112,42245,40.37,-82.99,Ohio
2017,352.1,279.3,226.7,77.8,113.2,36187,40.27,-86.13,Indiana
2017,389.8,301,229.7,77.1,95,34253,43,-75,New York
2017,1271,949.3,677,258.2,310.7,1.11E+05,36.77,-119.41,California
2017,298.2,218.6,182.4,68.8,114.1,26130,46.39,-94.64,Minnesota
2017,89.1,68.2,42.4,18.5,17.9,8060,35.78,-80.79,North Carolina
2017,755,597.4,433.7,164.8,151.1,68334,47.75,-120.74,Washington
2017,467.2,345.7,252.7,115.1,111.8,36251,36.08,-96.92,Oklahoma
2018,1449.8,1075.3,867.2,345.7,400,1.35E+05,31,-100,Texas
2018,246,171.2,129.6,55.2,74.8,20172,44.5,-89.5,South Dakota
2018,755,597.4,433.7,164.8,151.1,68334,47.75,-120.74,Washington
2018,1271,949.3,677,258.2,310.7,1.11E+05,36.77,-119.41,California
2018,405.7,304.3,259.3,90.8,114.2,36206,30.39,-92.33,Louisiana
2018,1271,949.3,677,258.2,310.7,1.11E+05,36.77,-119.41,California
2018,327.9,245.4,205.6,85.6,85.3,28189,41.2,-77.19,Pennsylvania
2018,467.2,345.7,252.7,115.1,111.8,36251,36.08,-96.92,Oklahoma
2018,226.6,178.3,141.9,47.4,88.9,30112,44.18,-84.51,Michigan
2018,1449.8,1075.3,867.2,345.7,400,1.35E+05,31,-100,Texas
2018,628.7,483.6,347.5,127.8,154.3,64356,42.41,-71.38,Massachusetts
2018,1271,949.3,677,258.2,310.7,1.11E+05,36.77,-119.41,California
2018,222.2,161.1,130.9,51.7,53,18116,39.11,-105.36,Colorado
2018,305.8,235.5,173.2,66,60.7,26175,44,-120.5,New Hampshire
2018,246,171.2,129.6,55.2,74.8,20172,44.5,-89.5,South Dakota
2018,1449.8,1075.3,867.2,345.7,400,1.35E+05,31,-100,Texas
2018,352.1,279.3,226.7,77.8,113.2,36187,40.27,-86.13,Indiana
2018,389.8,301,229.7,77.1,95,34253,43,-75,New York
2018,327.9,245.4,205.6,85.6,85.3,28189,41.2,-77.19,Pennsylvania
2018,1271,949.3,677,258.2,310.7,1.11E+05,36.77,-119.41,California
2018,298.2,218.6,182.4,68.8,114.1,26130,46.39,-94.64,Minnesota
2018,255.7,177.9,149.5,60.6,89.7,24094,28,-81.76,Florida
2018,655.5,477.1,420.2,155.8,145.8,60344,27.99,-81.76,Florida
2018,89.1,68.2,42.4,18.5,17.9,8060,35.78,-80.79,North Carolina
2018,467.2,345.7,252.7,115.1,111.8,36251,36.08,-96.92,Oklahoma
2019,655.5,477.1,420.2,155.8,145.8,60344,27.99,-81.76,Florida
2019,246,171.2,129.6,55.2,74.8,20172,44.5,-89.5,South Dakota
2019,445,321.8,254.4,89.7,110.3,44204,34.04,-111.09,Arizona
2019,655.5,477.1,420.2,155.8,145.8,60344,27.99,-81.76,Florida
2019,1271,949.3,677,258.2,310.7,1.11E+05,36.77,-119.41,California
2019,1449.8,1075.3,867.2,345.7,400,1.35E+05,31,-100,Texas
2019,327.9,245.4,205.6,85.6,85.3,28189,41.2,-77.19,Pennsylvania
2019,254.2,183.6,136.4,52.1,79.4,26187,39.42,-111.95,Utah
2019,1449.8,1075.3,867.2,345.7,400,1.35E+05,31,-100,Texas
2019,405.7,304.3,259.3,90.8,114.2,36206,30.39,-92.33,Louisiana
2019,1271,949.3,677,258.2,310.7,1.11E+05,36.77,-119.41,California
2019,222.2,161.1,130.9,51.7,53,18116,39.11,-105.36,Colorado
2019,332.7,246.3,206.9,69.9,93.7,32214,36.78,-119.42,California
2019,305.8,235.5,173.2,66,60.7,26175,44,-120.5,New Hampshire
2019,246,171.2,129.6,55.2,74.8,20172,44.5,-89.5,South Dakota
2019,254.2,183.6,136.4,52.1,79.4,26187,39.42,-111.95,Utah
2019,467.2,345.7,252.7,115.1,111.8,36251,36.08,-96.92,Oklahoma
2019,352.1,279.3,226.7,77.8,113.2,36187,40.27,-86.13,Indiana
2019,327.9,245.4,205.6,85.6,85.3,28189,41.2,-77.19,Pennsylvania
2019,628.7,483.6,347.5,127.8,154.3,64356,42.41,-71.38,Massachusetts
2019,628.7,483.6,347.5,127.8,154.3,64356,42.41,-71.38,Massachusetts
2019,1449.8,1075.3,867.2,345.7,400,1.35E+05,31,-100,Texas
2019,342.1,269.5,197,62.7,82.8,36225,33.25,-83.44,Georgia
2020,1271,949.3,677,258.2,310.7,1.11E+05,36.77,-119.41,California
2020,327.9,245.4,205.6,85.6,85.3,28189,41.2,-77.19,Pennsylvania
2020,755,597.4,433.7,164.8,151.1,68334,47.75,-120.74,Washington
2020,445,321.8,254.4,89.7,110.3,44204,34.04,-111.09,Arizona
2020,254.2,183.6,136.4,52.1,79.4,26187,39.42,-111.95,Utah
2020,305.8,235.5,173.2,66,60.7,26175,44,-120.5,New Hampshire
2020,445,321.8,254.4,89.7,110.3,44204,34.04,-111.09,Arizona
2020,352.1,279.3,226.7,77.8,113.2,36187,40.27,-86.13,Indiana
2020,254.2,183.6,136.4,52.1,79.4,26187,39.42,-111.95,Utah
2020,246,171.2,129.6,55.2,74.8,20172,44.5,-89.5,South Dakota
2020,755,597.4,433.7,164.8,151.1,68334,47.75,-120.74,Washington
2020,628.7,483.6,347.5,127.8,154.3,64356,42.41,-71.38,Massachusetts
2020,628.7,483.6,347.5,127.8,154.3,64356,42.41,-71.38,Massachusetts
2020,327.9,245.4,205.6,85.6,85.3,28189,41.2,-77.19,Pennsylvania
2020,389.8,301,229.7,77.1,95,34253,43,-75,New York
2020,332.7,246.3,206.9,69.9,93.7,32214,36.78,-119.42,California
2020,389.8,301,229.7,77.1,95,34253,43,-75,New York
2020,389.8,301,229.7,77.1,95,34253,43,-75,New York
2020,1271,949.3,677,258.2,310.7,1.11E+05,36.77,-119.41,California
2020,1449.8,1075.3,867.2,345.7,400,1.35E+05,31,-100,Texas
2020,222.2,161.1,130.9,51.7,53,18116,39.11,-105.36,Colorado
2020,755,597.4,433.7,164.8,151.1,68334,47.75,-120.74,Washington
2020,332.7,246.3,206.9,69.9,93.7,32214,36.78,-119.42,California
2020,254.2,183.6,136.4,52.1,79.4,26187,39.42,-111.95,Utah
2020,1271,949.3,677,258.2,310.7,1.11E+05,36.77,-119.41,California
2020,323.5,251.7,199.4,70.8,81.9,32235,40,-89,Illinois
2020,405.7,304.3,259.3,90.8,114.2,36206,30.39,-92.33,Louisiana
2021,495,367.5,276.9,105.6,112,42245,40.37,-82.99,Ohio
2021,246,171.2,129.6,55.2,74.8,20172,44.5,-89.5,South Dakota
2021,323.5,251.7,199.4,70.8,81.9,32235,40,-89,Illinois
2021,445,321.8,254.4,89.7,110.3,44204,34.04,-111.09,Arizona
2021,655.5,477.1,420.2,155.8,145.8,60344,27.99,-81.76,Florida
2021,1271,949.3,677,258.2,310.7,1.11E+05,36.77,-119.41,California
2021,323.5,251.7,199.4,70.8,81.9,32235,40,-89,Illinois
2021,1449.8,1075.3,867.2,345.7,400,1.35E+05,31,-100,Texas
2021,389.8,301,229.7,77.1,95,34253,43,-75,New York
2021,327.9,245.4,205.6,85.6,85.3,28189,41.2,-77.19,Pennsylvania
2021,495,367.5,276.9,105.6,112,42245,40.37,-82.99,Ohio
2021,254.2,183.6,136.4,52.1,79.4,26187,39.42,-111.95,Utah
2021,1271,949.3,677,258.2,310.7,1.11E+05,36.77,-119.41,California
2021,755,597.4,433.7,164.8,151.1,68334,47.75,-120.74,Washington
2021,1271,949.3,677,258.2,310.7,1.11E+05,36.77,-119.41,California
2021,222.2,161.1,130.9,51.7,53,18116,39.11,-105.36,Colorado
2021,323.5,251.7,199.4,70.8,81.9,32235,40,-89,Illinois
2021,246,171.2,129.6,55.2,74.8,20172,44.5,-89.5,South Dakota
2021,254.2,183.6,136.4,52.1,79.4,26187,39.42,-111.95,Utah
2021,135.5,105.8,96.4,30,44.8,14088,35.86,-86.66,Tennessee
2021,1449.8,1075.3,867.2,345.7,400,1.35E+05,31,-100,Texas
2021,445,321.8,254.4,89.7,110.3,44204,34.04,-111.09,Arizona
2021,628.7,483.6,347.5,127.8,154.3,64356,42.41,-71.38,Massachusetts
2021,298.2,218.6,182.4,68.8,114.1,26130,46.39,-94.64,Minnesota
2021,1271,949.3,677,258.2,310.7,1.11E+05,36.77,-119.41,California
2021,342.1,269.5,197,62.7,82.8,36225,33.25,-83.44,Georgia
